"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x81586201","x1215548184082165762",2020-01-10 08:17:25,"mimdunst","@TJQ73 Where do you get your colourful socks? #notaskingforafriend","Twitter for Android",59,"x1215540936484192256","x1184135700087742466","TJQ73",FALSE,FALSE,1,0,NA,NA,"notaskingforafriend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"x1184135700087742466","TJQ73","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mimdunst/status/1215548184082165762","Mim","London, England","INFJ, European, lipstick enthusiast and feminist (obvs). Politically, can be found somewhere left of the centre. Tweets entirely personal.","https://t.co/pS0W1XWAFp",FALSE,516,475,25,4996,6653,2009-10-11 12:43:37,FALSE,"https://t.co/pS0W1XWAFp","http://www.instagram.com/mims237",NA,"https://pbs.twimg.com/profile_banners/81586201/1578497353","http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/1120054598574706689/RPUfy6OP_normal.jpg"
